STD
Dāvja iela 6, Jūrmala, LV-2008
Dāvja iela 63, Jūrmala, LV-2008
Dāvja iela 65, Jūrmala, LV-2008
Dāvja iela 65A, Jūrmala, LV-2008
Dāvja iela 67, Jūrmala, LV-2008
Dāvja iela 68, Jūrmala, LV-2008
Dāvja iela 69, Jūrmala, LV-2008
Dāvja iela 6A, Jūrmala, LV-2008
Dāvja iela 70, Jūrmala, LV-2008
Dāvja iela 72, Jūrmala, LV-2008
Dāvja iela 74, Jūrmala, LV-2008
Dāvja iela 78, Jūrmala, LV-2008
Dāvja iela 8, Jūrmala, LV-2008
Dāvja iela 86, Jūrmala, LV-2008
Dāvja iela 92, Jūrmala, LV-2008
Dīķu iela 1, Jūrmala, LV-2011
Dīķu iela 11, Jūrmala, LV-2011
Dīķu iela 19, Jūrmala, LV-2011
Dīķu iela 27, Jūrmala, LV-2011
Dīķu iela 31, Jūrmala, LV-2011
Dīķu iela 7, Jūrmala, LV-2011
Dikļu iela 2, Jūrmala, LV-2015
Draudzības iela 12, Jūrmala, LV-2016
Draudzības iela 13, Jūrmala, LV-2016
Draudzības iela 9, Jūrmala, LV-2016
Dreiliņu iela 1, Jūrmala, LV-2010
Dreiliņu iela 10, Jūrmala, LV-2010
Dreiliņu iela 13A, Jūrmala, LV-2010
Dreiliņu iela 17, Jūrmala, LV-2010
Dreiliņu iela 17A, Jūrmala, LV-2010
Dreiliņu iela 17B, Jūrmala, LV-2010
Dreiliņu iela 19, Jūrmala, LV-2010
Dreiliņu iela 6, Jūrmala, LV-2010
Dreiliņu iela 8, Jūrmala, LV-2010
Drosmes iela 2, Jūrmala, LV-2015
Druvu iela 10, Jūrmala, LV-2008
Druvu iela 11, Jūrmala, LV-2008
Druvu iela 12, Jūrmala, LV-2008
Druvu iela 13, Jūrmala, LV-2008
Druvu iela 14, Jūrmala, LV-2008
Druvu iela 15, Jūrmala, LV-2008
Druvu iela 16, Jūrmala, LV-2008
Druvu iela 17, Jūrmala, LV-2008
Druvu iela 18, Jūrmala, LV-2008
Druvu iela 2, Jūrmala, LV-2008
Druvu iela 20, Jūrmala, LV-2008
Druvu iela 2A, Jūrmala, LV-2008
Druvu iela 3, Jūrmala, LV-2008
Druvu iela 5, Jūrmala, LV-2008
Druvu iela 6, Jūrmala, LV-2008
Druvu iela 7, Jūrmala, LV-2008
Druvu iela 9, Jūrmala, LV-2008
Dubultu prospekts 1, Jūrmala, LV-2015
Dubultu prospekts 100A, Jūrmala, LV-2008
Dubultu prospekts 101, Jūrmala, LV-2008
Dubultu prospekts 102, Jūrmala, LV-2008
Dubultu prospekts 105, Jūrmala, LV-2008
Dubultu prospekts 105A, Jūrmala, LV-2008
Dubultu prospekts 108, Jūrmala, LV-2008
Dubultu prospekts 111, Jūrmala, LV-2008
Dubultu prospekts 112, Jūrmala, LV-2008
Dubultu prospekts 116, Jūrmala, LV-2008
Dubultu prospekts 125, Jūrmala, LV-2008
Dubultu prospekts 16, Jūrmala, LV-2015
Dubultu prospekts 18, Jūrmala, LV-2015
Dubultu prospekts 2, Jūrmala, LV-2015
Dubultu prospekts 22, Jūrmala, LV-2015
Dubultu prospekts 24, Jūrmala, LV-2015
Dubultu prospekts 3, Jūrmala, LV-2015
Dubultu prospekts 32, Jūrmala, LV-2015
Dubultu prospekts 35, Jūrmala, LV-2015
Dubultu prospekts 38, Jūrmala, LV-2015
Dubultu prospekts 38A, Jūrmala, LV-2015
Dubultu prospekts 39, Jūrmala, LV-2015
Dubultu prospekts 4, Jūrmala, LV-2015
Dubultu prospekts 40, Jūrmala, LV-2015
Dubultu prospekts 42, Jūrmala, LV-2015
Dubultu prospekts 43A, Jūrmala, LV-2015
Dubultu prospekts 45, Jūrmala, LV-2015
Dubultu prospekts 49, Jūrmala, LV-2015
Dubultu prospekts 5, Jūrmala, LV-2015
Dubultu prospekts 51, Jūrmala, LV-2015
Dubultu prospekts 52, Jūrmala, LV-2015
Dubultu prospekts 56, Jūrmala, LV-2015
Dubultu prospekts 58, Jūrmala, LV-2015
Dubultu prospekts 58A, Jūrmala, LV-2015
Dubultu prospekts 64, Jūrmala, LV-2015
Dubultu prospekts 66A, Jūrmala, LV-2015
Dubultu prospekts 68, Jūrmala, LV-2015
Dubultu prospekts 7, Jūrmala, LV-2015
Dubultu prospekts 71, Jūrmala, LV-2015
Dubultu prospekts 72A, Jūrmala, LV-2015
Dubultu prospekts 74, Jūrmala, LV-2015
Dubultu prospekts 76, Jūrmala, LV-2008
Dubultu prospekts 78, Jūrmala, LV-2008
Dubultu prospekts 78A, Jūrmala, LV-2008
Dubultu prospekts 79A, Jūrmala, LV-2008
Dubultu prospekts 79B, Jūrmala, LV-2008
Dubultu prospekts 83, Jūrmala, LV-2008
Dubultu prospekts 86, Jūrmala, LV-2008
Dubultu prospekts 88, Jūrmala, LV-2008
Dubultu prospekts 89, Jūrmala, LV-2008
Dubultu prospekts 90, Jūrmala, LV-2008
Dubultu prospekts 90 k-3, Jūrmala, LV-2008
Dubultu prospekts 91, Jūrmala, LV-2008
Dubultu prospekts 93, Jūrmala, LV-2008
Dubultu prospekts 96, Jūrmala, LV-2008
Dubultu prospekts 97A, Jūrmala, LV-2008
Dubultu prospekts 97B, Jūrmala, LV-2008
Dundagas iela 1, Jūrmala, LV-2012
Dundagas iela 11, Jūrmala, LV-2012
Dundagas iela 13, Jūrmala, LV-2012
Dundagas iela 13A, Jūrmala, LV-2012
Dundagas iela 2, Jūrmala, LV-2012
Dundagas iela 21, Jūrmala, LV-2012
Dundagas iela 3, Jūrmala, LV-2012
Dundagas iela 4, Jūrmala, LV-2012
Dundagas iela 6, Jūrmala, LV-2012
Dundagas iela 7, Jūrmala, LV-2012
Dundagas iela 9, Jūrmala, LV-2012
Durbes iela 15, Jūrmala, LV-2012
Durbes iela 15A, Jūrmala, LV-2012
Durbes iela 17, Jūrmala, LV-2012
Durbes iela 17A, Jūrmala, LV-2012
Durbes iela 19, Jūrmala, LV-2012
Durbes iela 2, Jūrmala, LV-2012
Durbes iela 25, Jūrmala, LV-2012
Durbes iela 29, Jūrmala, LV-2012
Palangas iela 17, Jūrmala, LV-2012
Durbes iela 5A, Jūrmala, LV-2012
Varoņu iela 2A, Jūrmala, LV-2011
Dzērvju iela 3, Jūrmala, LV-2011
Dzegužu iela 2, Jūrmala, LV-2008
Dzegužu iela 6, Jūrmala, LV-2008
Dzelmes iela 11, Jūrmala, LV-2016
Dzelmes iela 12, Jūrmala, LV-2016
Dzelmes iela 16, Jūrmala, LV-2016
Dzelmes iela 19, Jūrmala, LV-2016
Dzelmes iela 20, Jūrmala, LV-2016
Dzelmes iela 3, Jūrmala, LV-2016
Dzelmes iela 4, Jūrmala, LV-2016
Dzelmes iela 7, Jūrmala, LV-2016
Dzelmes iela 8, Jūrmala, LV-2016
Dzelzceļa iela 14, Jūrmala, LV-2008
Dzelzceļa iela 16, Jūrmala, LV-2008
Dzelzceļa iela 16A, Jūrmala, LV-2008
Dzelzceļa iela 19, Jūrmala, LV-2008
Dzelzceļa iela 21, Jūrmala, LV-2008
Dzelzceļa iela 28, Jūrmala, LV-2008
Dzelzceļa iela 29, Jūrmala, LV-2008
Dzelzceļa iela 29A, Jūrmala, LV-2008
Dzelzceļa iela 3, Jūrmala, LV-2008
Dzelzceļa iela 33, Jūrmala, LV-2008
Dzelzceļa iela 35, Jūrmala, LV-2008
Dzelzceļa iela 37, Jūrmala, LV-2008
Dzelzceļa iela 38, Jūrmala, LV-2008
Dzelzceļa iela 39, Jūrmala, LV-2008
Dzelzceļa iela 39A, Jūrmala, LV-2008
Dzelzceļa iela 4, Jūrmala, LV-2008
Dzelzceļa iela 46, Jūrmala, LV-2008
Dzelzceļa iela 51, Jūrmala, LV-2008
Dzelzceļa iela 53, Jūrmala, LV-2008
Dzelzceļa iela 54, Jūrmala, LV-2008
Dzelzceļa iela 56A, Jūrmala, LV-2008
Dzelzceļa iela 59, Jūrmala, LV-2008
Dzelzceļa iela 60, Jūrmala, LV-2008
Skautu iela 19, Jūrmala, LV-2008
Dzelzceļa iela 61, Jūrmala, LV-2008
Dzelzceļa iela 63, Jūrmala, LV-2008
Dzelzceļa iela 69, Jūrmala, LV-2008
Dzelzceļa iela 7, Jūrmala, LV-2008
Dzelzceļa iela 73, Jūrmala, LV-2008
Dzimtenes iela 1, Jūrmala, LV-2008
Dzimtenes iela 10, Jūrmala, LV-2008
Dzimtenes iela 13, Jūrmala, LV-2008
Dzimtenes iela 16, Jūrmala, LV-2008
Dzimtenes iela 9, Jūrmala, LV-2008
Dzintaru prospekts 1, Jūrmala, LV-2015
Dzintaru prospekts 19, Jūrmala, LV-2015
Dzintaru prospekts 23, Jūrmala, LV-2015
Dzintaru prospekts 3 k-2, Jūrmala, LV-2015
Dzintaru prospekts 3 k-3, Jūrmala, LV-2015
Dzintaru prospekts 35, Jūrmala, LV-2015
Dzintaru prospekts 41, Jūrmala, LV-2015
Dzintaru prospekts 43, Jūrmala, LV-2015
Dzintaru prospekts 45, Jūrmala, LV-2015
Dzintaru prospekts 47 k-2, Jūrmala, LV-2015
Dzintaru prospekts 50, Jūrmala, LV-2015
Dzintaru prospekts 53, Jūrmala, LV-2015
Dzintaru prospekts 53 k-1, Jūrmala, LV-2015
Dzintaru prospekts 4, Jūrmala, LV-2015
Dzintaru prospekts 60 k-2, Jūrmala, LV-2015
Dzintaru prospekts 66 k-3, Jūrmala, LV-2015
Dzintaru prospekts 68, Jūrmala, LV-2015
Dzintaru prospekts 72, Jūrmala, LV-2015
Dzirksteles iela 1, Jūrmala, LV-2011
Dzirksteles iela 11, Jūrmala, LV-2011
Dzirksteles iela 12, Jūrmala, LV-2011
Dzirksteles iela 14, Jūrmala, LV-2011
Dzirksteles iela 16, Jūrmala, LV-2011
Dzirksteles iela 2, Jūrmala, LV-2011
Dzirksteles iela 22, Jūrmala, LV-2011
Dzirksteles iela 23, Jūrmala, LV-2011
Dzirksteles iela 25, Jūrmala, LV-2011
Dzirksteles iela 27, Jūrmala, LV-2011
Dzirksteles iela 33, Jūrmala, LV-2011
Dzirksteles iela 37, Jūrmala, LV-2011
Dzirksteles iela 39, Jūrmala, LV-2011
Dzirksteles iela 4, Jūrmala, LV-2011
Dzirksteles iela 41, Jūrmala, LV-2011
Dzirksteles iela 43, Jūrmala, LV-2011
Dzirksteles iela 45, Jūrmala, LV-2011
Dzirksteles iela 47, Jūrmala, LV-2011
Mazirbes iela 1, Jūrmala, LV-2011
Dzirksteles iela 49, Jūrmala, LV-2011
Dzirksteles iela 51, Jūrmala, LV-2011
Dzirksteles iela 53, Jūrmala, LV-2011
Dzirksteles iela 59, Jūrmala, LV-2011
Dzirksteles iela 61, Jūrmala, LV-2011
Dzirksteles iela 7, Jūrmala, LV-2011
Dzirksteles iela 8, Jūrmala, LV-2011
Dzirnavu iela 1, Jūrmala, LV-2011
Dzirnavu iela 10, Jūrmala, LV-2011
Dzirnavu iela 100, Jūrmala, LV-2011
Dzirnavu iela 13, Jūrmala, LV-2011
Dzirnavu iela 14, Jūrmala, LV-2011
Dzirnavu iela 16, Jūrmala, LV-2011
Dzirnavu iela 2, Jūrmala, LV-2011
Dzirnavu iela 20, Jūrmala, LV-2011
Dzirnavu iela 21, Jūrmala, LV-2011
Dzirnavu iela 22, Jūrmala, LV-2011
Dzirnavu iela 23, Jūrmala, LV-2011
Dzirnavu iela 27, Jūrmala, LV-2011
Dzirnavu iela 29, Jūrmala, LV-2011
Dzirnavu iela 30 k-2, Jūrmala, LV-2011
Dzirnavu iela 31, Jūrmala, LV-2011
Dzirnavu iela 33, Jūrmala, LV-2011
Dzirnavu iela 37, Jūrmala, LV-2011
Dzirnavu iela 39, Jūrmala, LV-2011
Dzirnavu iela 4, Jūrmala, LV-2011
Dzirnavu iela 46, Jūrmala, LV-2011
Dzirnavu iela 48, Jūrmala, LV-2011
Dzirnavu iela 50, Jūrmala, LV-2011
Dzirnavu iela 51, Jūrmala, LV-2011
Dzirnavu iela 55, Jūrmala, LV-2011
Dzirnavu iela 6, Jūrmala, LV-2011
Dzirnavu iela 69, Jūrmala, LV-2011
Dzirnavu iela 7, Jūrmala, LV-2011
Dzirnavu iela 70, Jūrmala, LV-2011
Dzirnavu iela 73, Jūrmala, LV-2011
Dzirnavu iela 75, Jūrmala, LV-2011
Dzirnavu iela 78, Jūrmala, LV-2011
Dzirnavu iela 79, Jūrmala, LV-2011
Dzirnavu iela 82, Jūrmala, LV-2011
Dzirnavu iela 83, Jūrmala, LV-2011
Dzirnavu iela 86, Jūrmala, LV-2011
Dzirnavu iela 87, Jūrmala, LV-2011
Dzirnavu iela 88, Jūrmala, LV-2011
Dzirnavu iela 88A, Jūrmala, LV-2011
Dzirnavu iela 89, Jūrmala, LV-2011
Dzirnavu iela 9, Jūrmala, LV-2011
Dzirnavu iela 90, Jūrmala, LV-2011
Dzirnavu iela 91, Jūrmala, LV-2011
Dzirnavu iela 93, Jūrmala, LV-2011
Dzirnavu iela 95, Jūrmala, LV-2011
Edinburgas prospekts 1, Jūrmala, LV-2015
Edinburgas prospekts 10A, Jūrmala, LV-2010
Edinburgas prospekts 13, Jūrmala, LV-2015
Edinburgas prospekts 15, Jūrmala, LV-2015
Edinburgas prospekts 17, Jūrmala, LV-2015
Edinburgas prospekts 19, Jūrmala, LV-2015
Edinburgas prospekts 25A, Jūrmala, LV-2015
Edinburgas prospekts 27, Jūrmala, LV-2015
Edinburgas prospekts 31, Jūrmala, LV-2015
Edinburgas prospekts 35, Jūrmala, LV-2015
Edinburgas prospekts 37 k-1, Jūrmala, LV-2015
Edinburgas prospekts 37 k-2, Jūrmala, LV-2015
Edinburgas prospekts 43, Jūrmala, LV-2015
Edinburgas prospekts 43 k-1, Jūrmala, LV-2015
Edinburgas prospekts 51 k-3, Jūrmala, LV-2015
Edinburgas prospekts 51 k-4, Jūrmala, LV-2015
Edinburgas prospekts 53, Jūrmala, LV-2015
Edinburgas prospekts 63, Jūrmala, LV-2015
Edinburgas prospekts 65 k-2, Jūrmala, LV-2015
Edinburgas prospekts 71 k-2, Jūrmala, LV-2015
Edinburgas prospekts 75, Jūrmala, LV-2010
Edinburgas prospekts 77, Jūrmala, LV-2010
Edinburgas prospekts 8, Jūrmala, LV-2010
Edinburgas prospekts 91A, Jūrmala, LV-2010
Eduarda Veidenbauma iela 4, Jūrmala, LV-2011
Egļu iela 3, Jūrmala, LV-2008
Eglaines iela 10, Jūrmala, LV-2011
Eglaines iela 11, Jūrmala, LV-2011
Eglaines iela 15, Jūrmala, LV-2011
Eglaines iela 17, Jūrmala, LV-2011
Eglaines iela 18, Jūrmala, LV-2011
Eglaines iela 19, Jūrmala, LV-2011
Eglaines iela 20, Jūrmala, LV-2011
Eglaines iela 22, Jūrmala, LV-2011
Eglaines iela 24, Jūrmala, LV-2011
Eglaines iela 26, Jūrmala, LV-2011
Eglaines iela 3, Jūrmala, LV-2011
Eglaines iela 4, Jūrmala, LV-2011
Eglaines iela 7, Jūrmala, LV-2011
Eglaines iela 9, Jūrmala, LV-2011
Čiekuru iela 1, Jūrmala, LV-2011
Čiekuru iela 10, Jūrmala, LV-2011
Čiekuru iela 11, Jūrmala, LV-2011
Čiekuru iela 12, Jūrmala, LV-2011
Čiekuru iela 17, Jūrmala, LV-2011
Čiekuru iela 18, Jūrmala, LV-2011
Čiekuru iela 19, Jūrmala, LV-2011
Čiekuru iela 2, Jūrmala, LV-2011
Čiekuru iela 4, Jūrmala, LV-2011
Čiekuru iela 5, Jūrmala, LV-2011
Čiekuru iela 6, Jūrmala, LV-2011
Čiekuru iela 7, Jūrmala, LV-2011
Eiženijas iela 13, Jūrmala, LV-2008
Eiženijas iela 17, Jūrmala, LV-2008
Eiženijas iela 2, Jūrmala, LV-2008
Eiženijas iela 7, Jūrmala, LV-2008
Eiženijas iela 8, Jūrmala, LV-2008
Eiženijas iela 9, Jūrmala, LV-2008
Emīla Dārziņa iela 14, Jūrmala, LV-2012
Emīla Dārziņa iela 22, Jūrmala, LV-2012
Emīla Dārziņa iela 24, Jūrmala, LV-2012
Emīla Dārziņa iela 28, Jūrmala, LV-2012
Emīla Dārziņa iela 4, Jūrmala, LV-2012
Emīla Dārziņa iela 5, Jūrmala, LV-2012
Emīla Dārziņa iela 6, Jūrmala, LV-2012
Emīla Dārziņa iela 9, Jūrmala, LV-2012
Emīlijas iela 10, Jūrmala, LV-2015
Emīlijas iela 10A, Jūrmala, LV-2015
Emīlijas iela 14 k-8, Jūrmala, LV-2015
Emīlijas iela 14 k-9, Jūrmala, LV-2015
Emīlijas iela 3, Jūrmala, LV-2015
Emīlijas iela 3A, Jūrmala, LV-2015
Emīlijas iela 4, Jūrmala, LV-2015
Emīlijas iela 6, Jūrmala, LV-2015
Engures iela 3, Jūrmala, LV-2016
Engures iela 4, Jūrmala, LV-2016
Engures iela 4A, Jūrmala, LV-2016
Engures iela 5, Jūrmala, LV-2016
Ernesta iela 10, Jūrmala, LV-2008
Ernesta iela 11, Jūrmala, LV-2008
Ernesta iela 13, Jūrmala, LV-2008
Ernesta iela 14, Jūrmala, LV-2008
Ernesta iela 14A, Jūrmala, LV-2008
Ernesta iela 16, Jūrmala, LV-2008
Ernesta iela 3, Jūrmala, LV-2008
Ernesta iela 4, Jūrmala, LV-2008
Ernesta iela 5A, Jūrmala, LV-2008
Ernesta iela 8, Jūrmala, LV-2008
Ernesta iela 9, Jūrmala, LV-2008
Ezeru iela 10, Jūrmala, LV-2008
Ezeru iela 12, Jūrmala, LV-2008
Ezeru iela 13, Jūrmala, LV-2008
Ezeru iela 15, Jūrmala, LV-2008
Ezeru iela 17, Jūrmala, LV-2008
Ezeru iela 21, Jūrmala, LV-2008
Ezeru iela 21A, Jūrmala, LV-2008
Ezeru iela 26, Jūrmala, LV-2008
Ezeru iela 28, Jūrmala, LV-2008
Ezeru iela 46, Jūrmala, LV-2008
Ezeru iela 4A, Jūrmala, LV-2008
Ezeru iela 5, Jūrmala, LV-2008
Ezeru iela 50, Jūrmala, LV-2008
Ezeru iela 54, Jūrmala, LV-2008
Ezeru iela 7, Jūrmala, LV-2008
Ezeru iela 8, Jūrmala, LV-2008
Ezeru iela 9, Jūrmala, LV-2008
Fabrikas iela 9, Jūrmala, LV-2011
Friča Brīvzemnieka iela 4, Jūrmala, LV-2015
Gaidas iela 14, Jūrmala, LV-2008
Gaiziņa iela 2, Jūrmala, LV-2011
Gaiziņa iela 4, Jūrmala, LV-2011
Gaiziņa iela 6, Jūrmala, LV-2011
Gaiziņa iela 8, Jūrmala, LV-2011
Ganību iela 1, Jūrmala, LV-2016
Ganību iela 2, Jūrmala, LV-2016
Ganību iela 4, Jūrmala, LV-2016
Gāršas iela 1, Jūrmala, LV-2008
Gāršas iela 3A, Jūrmala, LV-2008
Gāršas iela 5, Jūrmala, LV-2008
Garkalnes iela 1, Jūrmala, LV-2011
Vangažu iela 1A, Jūrmala, LV-2011
Garkalnes iela 2, Jūrmala, LV-2011
Garkalnes iela 4, Jūrmala, LV-2011
Garkalnes iela 5, Jūrmala, LV-2011
Garkalnes iela 6, Jūrmala, LV-2011
Garkalnes iela 8, Jūrmala, LV-2011
Gaujas iela 5, Jūrmala, LV-2008
Glūdas iela 11, Jūrmala, LV-2016
Glūdas iela 12, Jūrmala, LV-2016
Glūdas iela 15, Jūrmala, LV-2016
Glūdas iela 3, Jūrmala, LV-2016
Glūdas iela 4, Jūrmala, LV-2016
Glūdas iela 7, Jūrmala, LV-2016
Glūdas iela 8, Jūrmala, LV-2016
Kastaņolas iela 4, Jūrmala, LV-2015
Grāvju iela 12, Jūrmala, LV-2008
Grāvju iela 14, Jūrmala, LV-2008
Grāvju iela 15, Jūrmala, LV-2008
Grāvju iela 20, Jūrmala, LV-2008
Grāvju iela 21, Jūrmala, LV-2008
Grāvju iela 25, Jūrmala, LV-2008
Grāvju iela 26, Jūrmala, LV-2008
Grāvju iela 27, Jūrmala, LV-2008
Grāvju iela 30, Jūrmala, LV-2008
Grāvju iela 32, Jūrmala, LV-2008
Grāvju iela 34, Jūrmala, LV-2008
Grāvju iela 35, Jūrmala, LV-2008
Grāvju iela 36, Jūrmala, LV-2008
Grāvju iela 37, Jūrmala, LV-2008
Grāvju iela 41, Jūrmala, LV-2008
Grāvju iela 43, Jūrmala, LV-2008
Grāvju iela 50, Jūrmala, LV-2008
Grāvju iela 51, Jūrmala, LV-2008
Grāvju iela 52, Jūrmala, LV-2008
Grāvju iela 53, Jūrmala, LV-2008
Grāvju iela 54, Jūrmala, LV-2008
Grāvju iela 55, Jūrmala, LV-2008
Grāvju iela 56, Jūrmala, LV-2008
Grāvju iela 58, Jūrmala, LV-2008
Grāvju iela 6, Jūrmala, LV-2008
Grāvju iela 60, Jūrmala, LV-2008
Grāvju iela 61, Jūrmala, LV-2008
Grāvju iela 62, Jūrmala, LV-2008
Grāvju iela 64, Jūrmala, LV-2008
Grāvju iela 65, Jūrmala, LV-2008
Grāvju iela 66, Jūrmala, LV-2008
Grāvju iela 67, Jūrmala, LV-2008
Grāvju iela 6A, Jūrmala, LV-2008
Grāvju iela 71, Jūrmala, LV-2008
Grāvju iela 73, Jūrmala, LV-2008
Grāvju iela 9, Jūrmala, LV-2008
Grīvas iela 1, Jūrmala, LV-2011
Grīvas iela 11, Jūrmala, LV-2011
Grīvas iela 13, Jūrmala, LV-2011
Grīvas iela 3, Jūrmala, LV-2011
Grīvas iela 5, Jūrmala, LV-2011
Grīvas iela 7, Jūrmala, LV-2011
Grīvas iela 9, Jūrmala, LV-2011
Grobiņas iela 2, Jūrmala, LV-2011
Grobiņas iela 5, Jūrmala, LV-2011
Gulbju iela 10, Jūrmala, LV-2008
Gulbju iela 11, Jūrmala, LV-2008
Gulbju iela 12, Jūrmala, LV-2008
Gulbju iela 13, Jūrmala, LV-2008
Gulbju iela 15, Jūrmala, LV-2008
Gulbju iela 15A, Jūrmala, LV-2008
Gulbju iela 17, Jūrmala, LV-2008
Gulbju iela 19, Jūrmala, LV-2008
Gulbju iela 20, Jūrmala, LV-2008
Gulbju iela 31, Jūrmala, LV-2008
Gulbju iela 34, Jūrmala, LV-2008
Gulbju iela 34A, Jūrmala, LV-2008
Gulbju iela 36, Jūrmala, LV-2008
Gulbju iela 40, Jūrmala, LV-2008
Gulbju iela 42, Jūrmala, LV-2008
Gulbju iela 43, Jūrmala, LV-2008
Gulbju iela 44, Jūrmala, LV-2008
Gulbju iela 45, Jūrmala, LV-2008
Gulbju iela 46, Jūrmala, LV-2008
Gulbju iela 49, Jūrmala, LV-2008
Gulbju iela 5, Jūrmala, LV-2008
Gulbju iela 57, Jūrmala, LV-2008
Gulbju iela 65, Jūrmala, LV-2008
Gulbju iela 67, Jūrmala, LV-2008
Gulbju iela 7, Jūrmala, LV-2008
Gulbju iela 73, Jūrmala, LV-2008
Gulbju iela 79, Jūrmala, LV-2011
Gulbju iela 83, Jūrmala, LV-2011
Gulbju iela 85, Jūrmala, LV-2011
Gulbju iela 89, Jūrmala, LV-2011
Hercoga Jēkaba iela 2, Jūrmala, LV-2011
Hercoga Jēkaba iela 3, Jūrmala, LV-2011
Hercoga Jēkaba iela 3B, Jūrmala, LV-2011
Hercoga Jēkaba iela 5, Jūrmala, LV-2011
Hercoga Jēkaba iela 5A, Jūrmala, LV-2011
Hercoga Jēkaba iela 5B, Jūrmala, LV-2011
Hercoga Jēkaba iela 6, Jūrmala, LV-2011
Hercoga Jēkaba iela 6A, Jūrmala, LV-2011
Hercoga Jēkaba iela 7, Jūrmala, LV-2011
Iecavas iela 2, Jūrmala, LV-2008
Iecavas iela 3, Jūrmala, LV-2008
Ķeguma iela 3, Jūrmala, LV-2011
Ķeguma iela 6, Jūrmala, LV-2011
Ķeguma iela 7, Jūrmala, LV-2011
Ķeistuta iela 5, Jūrmala, LV-2008
Ķeistuta iela 6A, Jūrmala, LV-2008
Ķeistuta iela 7, Jūrmala, LV-2008
Ķemeru iela 1, Jūrmala, LV-2015
Ķemeru iela 10, Jūrmala, LV-2015
Ķemeru iela 12, Jūrmala, LV-2015
Ķemeru iela 14, Jūrmala, LV-2015
Ķemeru iela 15, Jūrmala, LV-2015
Ķemeru iela 16A, Jūrmala, LV-2015
Ķemeru iela 17, Jūrmala, LV-2015
Ķemeru iela 17A, Jūrmala, LV-2015
Ķemeru iela 18, Jūrmala, LV-2015
Ķemeru iela 20A, Jūrmala, LV-2015
Ķemeru iela 24, Jūrmala, LV-2015
Ķemeru iela 25, Jūrmala, LV-2015
Ķemeru iela 27 k-2, Jūrmala, LV-2015
Ķemeru iela 29, Jūrmala, LV-2015
Ķemeru iela 31, Jūrmala, LV-2015
Ķemeru iela 31A, Jūrmala, LV-2015
Ķemeru iela 34A, Jūrmala, LV-2015
Ķemeru iela 36, Jūrmala, LV-2015
Ķemeru iela 37, Jūrmala, LV-2015
Ķemeru iela 38, Jūrmala, LV-2015
Ķemeru iela 4, Jūrmala, LV-2015
Ķemeru iela 43, Jūrmala, LV-2015
Ķemeru iela 48, Jūrmala, LV-2015
Ķemeru iela 48A, Jūrmala, LV-2015
Ķemeru iela 5, Jūrmala, LV-2015
Ķemeru iela 50, Jūrmala, LV-2015
Ķemeru iela 50A, Jūrmala, LV-2015
Ķemeru iela 50B, Jūrmala, LV-2015
Ķemeru iela 52, Jūrmala, LV-2015
Ķemeru iela 53, Jūrmala, LV-2010
Ķemeru iela 54, Jūrmala, LV-2015
Ķemeru iela 56, Jūrmala, LV-2015
Ķemeru iela 62, Jūrmala, LV-2015
Ķemeru iela 64, Jūrmala, LV-2015
Ķemeru iela 66, Jūrmala, LV-2015
Ķemeru iela 66A, Jūrmala, LV-2015
Ķemeru iela 68, Jūrmala, LV-2015
Ķemeru iela 7, Jūrmala, LV-2015
Ķemeru iela 70, Jūrmala, LV-2015
Ķemeru iela 72, Jūrmala, LV-2015
Ķemeru iela 76, Jūrmala, LV-2010
Ķemeru iela 9, Jūrmala, LV-2015
Ģertrūdes prospekts 11, Jūrmala, LV-2008
Ģertrūdes prospekts 12, Jūrmala, LV-2008
Ģertrūdes prospekts 2, Jūrmala, LV-2008
Ģertrūdes prospekts 29, Jūrmala, LV-2008
Ģertrūdes prospekts 30, Jūrmala, LV-2008
Ģertrūdes prospekts 32, Jūrmala, LV-2008
Ģertrūdes prospekts 40, Jūrmala, LV-2008
Ģertrūdes prospekts 5, Jūrmala, LV-2008
Ģertrūdes prospekts 5A, Jūrmala, LV-2008
Ģertrūdes prospekts 9, Jūrmala, LV-2008
Ķiršu iela 11, Jūrmala, LV-2016
Ķiršu iela 12, Jūrmala, LV-2016
Ķiršu iela 19, Jūrmala, LV-2016
Ķiršu iela 3, Jūrmala, LV-2016
Ķiršu iela 4, Jūrmala, LV-2016
Ķiršu iela 8, Jūrmala, LV-2016
Ilgas iela 4A, Jūrmala, LV-2008
Ilgas iela 6, Jūrmala, LV-2008
Ilgas iela 7, Jūrmala, LV-2008
Ilūkstes iela 1 k-1, Jūrmala, LV-2015
Ilūkstes iela 1 k-3, Jūrmala, LV-2015
Ilūkstes iela 2, Jūrmala, LV-2015
Imantas iela 6, Jūrmala, LV-2008
Imantas iela 7, Jūrmala, LV-2008
Induļa iela 4, Jūrmala, LV-2008
Induļa iela 4A, Jūrmala, LV-2008
Ineša iela 3, Jūrmala, LV-2008
Irbju iela 12, Jūrmala, LV-2011
Irbju iela 16, Jūrmala, LV-2011
Irbju iela 19, Jūrmala, LV-2011
Irbju iela 2, Jūrmala, LV-2011
Irbju iela 20, Jūrmala, LV-2011
Irbju iela 23, Jūrmala, LV-2011
Irbju iela 25, Jūrmala, LV-2011
Irbju iela 28, Jūrmala, LV-2011
Irbju iela 29, Jūrmala, LV-2011
Irbju iela 33, Jūrmala, LV-2011
